16807,0,1
282475249,1,1
1622650073,2,1
984943658,3,1
1144108930,4,1
470211272,5,1
101027544,6,1
1457850878,7,1
1458777923,8,1
2007237709,9,1
823564440,10,1
1115438165,11,1
1784484492,12,1
74243042,13,1
114807987,14,1
1137522503,15,1
1441282327,16,1
16531729,17,1
823378840,18,1
143542612,19,1
896544303,20,1
1474833169,21,1
1264817709,22,1
1998097157,23,1
1817129560,24,1
1131570933,25,1
197493099,26,1
1404280278,27,1
893351816,28,1
1505795335,29,1
1954899097,30,1
1636807826,31,1
563613512,32,1
101929267,33,1
1580723810,34,1
704877633,35,1
1358580979,36,1
1624379149,37,1
2128236579,38,1
784558821,39,1
530511967,40,1
2110010672,41,1
1551901393,42,1
1617819336,43,1
1399125485,44,1
156091745,45,1
1356425228,46,1
1899894091,47,1
585640194,48,1
937186357,49,1
1646035001,50,1
1025921153,51,1
510616708,52,1
590357944,53,1
771515668,54,1
357571490,55,1
1044788124,56,1
1927702196,57,1
1952509530,58,1
130060903,59,1
1942727722,60,1
1083454666,61,1
1108728549,62,1
685118024,63,1
2118797801,64,1
1060806853,65,1
571540977,66,1
194847408,67,1
2035308228,68,1
158374933,69,1
1075260298,70,1
824938981,71,1
595028635,72,1
1962408013,73,1
1137623865,74,1
997389814,75,1
2020739063,76,1
107554536,77,1
1635339425,78,1
1654001669,79,1
1777724115,80,1
269220094,81,1
34075629,82,1
1478446501,83,1
1864546517,84,1
1351934195,85,1
1581030105,86,1
1557810404,87,1
2146319451,88,1
1908194298,89,1
500782188,90,1
657821123,91,1
753799505,92,1
1102246882,93,1
1269406752,94,1
1816731566,95,1
884936716,96,1
1807130337,97,1
578354438,98,1
892053144,99,1
1153851501,100,1
1004844897,101,1
616783871,102,1
382955828,103,1
330111137,104,1
1227619358,105,1
1723153177,106,1
70982397,107,1
1147722294,108,1
1070477904,109,1
2051621609,110,1
1606946231,111,1
1190959745,112,1
1912844175,113,1
1341853635,114,1
1808266298,115,1
343098142,116,1
456880399,117,1
1534827968,118,1
280090412,119,1
195400260,120,1
589673557,121,1
6441594,122,1
889688008,123,1
57716395,124,1
1524325968,125,1
2014119113,126,1
515204530,127,1
388471006,128,1
681910962,129,1
1904797942,130,1
1400285365,131,1
322842082,132,1
1463179852,133,1
828530767,134,1
832633821,135,1
1073185695,136,1
316824712,137,1
1260973671,138,1
1815859901,139,1
1267248590,140,1
2051724831,141,1
1194314738,142,1
318153057,143,1
2111631616,144,1
877819790,145,1
304555640,146,1
1213110679,147,1
541437335,148,1
1049077006,149,1
996497972,150,1
2063936098,151,1
270649095,152,1
428975319,153,1
685583454,154,1
1351345223,155,1
272112289,156,1
1398556760,157,1
1334948905,158,1
1724586126,159,1
532236123,160,1
1023129506,161,1
836045813,162,1
436476770,163,1
60935238,164,1
1936329094,165,1
915896220,166,1
304987844,167,1
2034712366,168,1
881140534,169,1
281725226,170,1
1901915394,171,1
197941363,172,1
348318738,173,1
152607844,174,1
784559590,175,1
543436550,176,1
290145159,177,1
1681808623,178,1
977764947,179,1
750597385,180,1
971307217,181,1
1737195272,182,1
2000755539,183,1
1399399247,184,1
462242385,185,1
1459413496,186,1
1951894885,187,1
537140623,188,1
1848682420,189,1
1012028144,190,1
1086531968,191,1
1289335735,192,1
1755699915,193,1
1623161625,194,1
992663534,195,1
2043046042,196,1
1358796011,197,1
943454679,198,1
1771024152,199,1
1479575244,200,1
1507977295,201,1
2119878818,202,1
2049590396,203,1
1828087692,204,1
621301815,205,1
1154112991,206,1
1104740033,207,1
222122669,208,1
889119397,209,1
1238489553,210,1
1882410547,211,1
944975825,212,1
1567121210,213,1
1866729662,214,1
1536830211,215,1
1719533808,216,1
1517273377,217,1
1592822761,218,1
41000625,219,1
1902737335,220,1
1127401868,221,1
994977995,222,1
140002776,223,1
1532062767,224,1
1049997439,225,1
1433829874,226,1
1464689331,227,1
428540556,228,1
1968456301,229,1
1859468872,230,1
1911300560,231,1
1168120094,232,1
298918984,233,1
967113755,234,1
2124639789,235,1
462851407,236,1
957828015,237,1
678030193,238,1
1105222769,239,1
1893015680,240,1
944303455,241,1
1004016855,242,1
1732267506,243,1
784170963,244,1
454233502,245,1
2145586676,246,1
329863108,247,1
1353963249,248,1
1323602331,249,1
1277844,250,1
1887638,251,1
1660760808,252,1
1561939997,253,1
685428651,254,1
897054849,255,1
1465645203,256,1
1461495731,257,1
440796531,258,1
1796198014,259,1
1522395419,260,1
1779636775,261,1
203042009,262,1
175530180,263,1
1640687929,264,1
1351995223,265,1
459244054,266,1
458588260,267,1
174076737,268,1
834991545,269,1
2044747317,270,1
2034837525,271,1
837204200,272,1
578134256,273,1
1486421564,274,1
609960597,275,1
1668306648,276,1
1683337704,277,1
907225550,278,1
605925150,279,1
416541976,280,1
24301412,281,1
411938554,282,1
2111482797,283,1
524102504,284,1
1760348381,285,1
293034748,286,1
855007065,287,1
1290659378,288,1
379847699,289,1
1778878209,290,1
338725129,291,1
2121578553,292,1
552265483,293,1
501650447,294,1
218264607,295,1
471180773,296,1
1363045322,297,1
1494664305,298,1
1706755176,299,1
1495170053,300,1
1616927224,301,1
1437784630,302,1
1360280366,303,1
